Name,Full Ticker,Ticker,Sector,Market Cap,Net Debt,Enterprise Value (EV),Revenue,Revenue Forecast CAGR (10y),Avg EBITDA Margin Forecast (10y),Avg Capital Expenditures Margin (5y),Marginal Tax Rate,Industry,Operating Region,Operating Country
Signify N.V.,OTCPK:PHPP.Y,PHPP.Y,Industrials,6328.7604,1630.6926,8258.5704,8082.3055,0.0111,0.1539,0.0103,0.26,Electrical Equipment,Europe,Netherlands
Signify N.V.,OTCPK:SFFY.F,SFFY.F,Industrials,6328.7604,1630.6926,8258.5704,8082.3055,0.0111,0.1539,0.0103,0.26,Electrical Equipment,Europe,Netherlands
Raia Drogasil S.A.,OTCPK:RADL.Y,RADL.Y,Consumer Staples,6328.5997,976.3679,8169.1144,4448.544,0.0911,0.1214,0.0379,0.22,Food & Staples Retailing,"Latin America, Middle East & Africa",Brazil
Hua Hong Semiconductor Limited,OTCPK:HHUS.F,HHUS.F,Information Technology,6328.127,-201.168,7001.2429,1184.028,0.1604,0.3833,0.5454,0.18,Semiconductors & Semiconductor Equipment,Asia / Pacific,China
Huabao International Holdings Limited,OTCPK:HUAB.F,HUAB.F,Materials,6324.526,-624.7786,5763.131,604.2996,0.1048,0.7944,0.0454,0.23,Chemicals,Asia / Pacific,Hong Kong
"WESCO International, Inc.",NYSE:WCC,WCC,Industrials,6321.4698,4773.806,11088.0078,16907.909,0.0696,0.0635,0.004,0.24,Trading Companies & Distributors,United States,United States
"Leggett & Platt, Incorporated",NYSE:LEG,LEG,Consumer Discretionary,6317.0355,1965,8283.8355,4810.1,0.0405,0.1663,0.0312,0.24,Household Durables,United States,United States
KT Corporation,NYSE:KT,KT,Communication Services,6314.8252,4152.4819,11206.4595,21470.4611,0.0277,0.1916,0.1186,0.3,Diversified Telecommunication Services,Asia / Pacific,South Korea
"MDU Resources Group, Inc.",NYSE:MDU,MDU,Utilities,6313.8207,2441.942,8582.6057,5624.043,0.0264,0.157,0.1004,0.19,Multi-Utilities,United States,United States
Kajima Corporation,OTCPK:KAJM.F,KAJM.F,Industrials,6312.7717,-83.0085,2332.957,17286.2943,0.013,0.0777,0.019,0.31,Construction & Engineering,Asia / Pacific,Japan
Kajima Corporation,OTCPK:KAJM.Y,KAJM.Y,Industrials,6312.7717,-83.0085,2332.957,17286.2943,0.013,0.0777,0.019,0.31,Construction & Engineering,Asia / Pacific,Japan
Hengan International Group Company Limited,OTCPK:HEGI.F,HEGI.F,Consumer Staples,6308.5138,61.1795,5652.8148,3317.2869,0.0289,0.2945,0.0396,0.23,Personal Products,Asia / Pacific,China
Hengan International Group Company Limited,OTCPK:HEGI.Y,HEGI.Y,Consumer Staples,6308.5138,61.1795,5652.8148,3317.2869,0.0289,0.2945,0.0396,0.23,Personal Products,Asia / Pacific,China
Envista Holdings Corporation,NYSE:NVST,NVST,Healthcare,6300.3382,929,7229.7382,2822.1,0.0371,0.1981,0.024,0.25,Healthcare Equipment & Supplies,United States,United States
"Hirose Electric Co.,Ltd.",OTCPK:HROE.Y,HROE.Y,Information Technology,6299.9755,-1586.4788,3814.9416,1301.5259,0.0325,0.3304,0.1401,0.29,"Electronic Equipment, Instruments & Components",Asia / Pacific,Japan
Hakuhodo DY Holdings Inc,OTCPK:HKUO.F,HKUO.F,Communication Services,6286.3784,-924.1572,3978.812,10886.2763,-0.0257,0.0915,0.0031,0.38,Media,Asia / Pacific,Japan
"Allegro MicroSystems, Inc.",NASDAQGS:ALGM,ALGM,Information Technology,6282.9899,-179.24,6104.8769,664.348,0.0597,0.3182,0.0795,0.23,Semiconductors & Semiconductor Equipment,United States,United States
ASGN Incorporated,NYSE:ASGN,ASGN,Industrials,6274.469,724.9,6999.369,4135.2,0.009,0.129,0.0091,0.27,Professional Services,United States,United States
Man Wah Holdings Limited,OTCPK:MAWH.F,MAWH.F,Consumer Discretionary,6270.9109,-11.8159,5845.1603,2114.0032,0.0749,0.1827,0.0762,0.17,Household Durables,Asia / Pacific,Hong Kong
Man Wah Holdings Limited,OTCPK:MAWH.Y,MAWH.Y,Consumer Discretionary,6270.9109,-11.8159,5845.1603,2114.0032,0.0749,0.1827,0.0762,0.17,Household Durables,Asia / Pacific,Hong Kong
Vicor Corporation,NASDAQGS:VICR,VICR,Industrials,6268.4911,-223.751,6045.0391,353.385,0.1339,0.4507,0.0639,0.15,Electrical Equipment,United States,United States
"Watts Water Technologies, Inc.",NYSE:WTS,WTS,Industrials,6263.5547,-47.8,6215.7547,1667.6,0.0387,0.1763,0.0226,0.34,Machinery,United States,United States
Treasury Wine Estates Limited,OTCPK:TSRY.F,TSRY.F,Consumer Staples,6263.2181,809.6131,7306.1242,2012.5225,0.0273,0.3092,0.0589,0.29,Beverages,Asia / Pacific,Australia
Treasury Wine Estates Limited,OTCPK:TSRY.Y,TSRY.Y,Consumer Staples,6263.2181,809.6131,7306.1242,2012.5225,0.0273,0.3092,0.0589,0.29,Beverages,Asia / Pacific,Australia
SCSK Corporation,OTCPK:SCSK.F,SCSK.F,Information Technology,6259.9646,-292.2717,5931.2391,3616.2128,0.0338,0.1572,0.0285,0.25,IT Services,Asia / Pacific,Japan
"Petco Health and Wellness Company, Inc.",NASDAQGS:WOOF,WOOF,Consumer Discretionary,6258.2149,2797.092,9040.0569,5447.238,0.0475,0.1031,0.033,0.15,Specialty Retail,United States,United States
"Texas Roadhouse, Inc.",NASDAQGS:TXRH,TXRH,Consumer Discretionary,6257.5012,317.602,6590.9512,2968.591,0.0873,0.1349,0.072,0.21,"Hotels, Restaurants & Leisure",United States,United States
thyssenkrupp AG,OTCPK:TKAM.Y,TKAM.Y,Materials,6249.9578,-4717.7419,1371.0456,37753.7951,0.0045,0.0613,0.0327,0.25,Metals & Mining,Europe,Germany
thyssenkrupp AG,OTCPK:TYEK.F,TYEK.F,Materials,6249.9578,-4717.7419,1371.0456,37753.7951,0.0045,0.0613,0.0327,0.25,Metals & Mining,Europe,Germany
"Clean Harbors, Inc.",NYSE:CLH,CLH,Industrials,6244.3317,1051.056,7295.3877,3310.14,0.0589,0.1613,0.0628,0.29,Commercial Services & Supplies,United States,United States
OCI N.V.,OTCPK:OCIN.F,OCIN.F,Materials,6236.0981,3314.5,10444.0794,4370.1,0.0483,0.3163,0.1314,0.11,Chemicals,Europe,Netherlands
II-VI Incorporated,NASDAQGS:IIVI,IIVI,Information Technology,6229.7437,-43.556,7357.6847,3105.891,0.0512,0.2607,0.0993,0.2,"Electronic Equipment, Instruments & Components",United States,United States
Securitas AB,OTCPK:SCTB.F,SCTB.F,Industrials,6228.3589,1906.9332,7816.1491,12303.6276,0.0415,0.0793,0.0186,0.28,Commercial Services & Supplies,Europe,Sweden
PT United Tractors Tbk,OTCPK:PUTK.Y,PUTK.Y,Energy,6224.7698,-1087.0151,5515.2973,4430.3295,0.0431,0.2647,0.0876,0.27,"Oil, Gas & Consumable Fuels",Asia / Pacific,Indonesia
Hoshizaki Corporation,OTCPK:HSHZ.Y,HSHZ.Y,Industrials,6218.4999,-2100.3736,3983.9398,2285.4481,0.041,0.1444,0.0155,0.32,Machinery,Asia / Pacific,Japan
OZ Minerals Limited,OTCPK:OZML.F,OZML.F,Materials,6218.0248,463.2573,6938.2054,1314.0372,0.0638,0.5573,0.368,0.27,Metals & Mining,Asia / Pacific,Australia
Nine Dragons Paper (Holdings) Limited,OTCPK:NDGP.F,NDGP.F,Materials,6216.9726,3711.3266,9863.4753,9535.869,0.0564,0.173,0.0908,0.18,Paper & Forest Products,Asia / Pacific,China
Fuchs Petrolub SE,OTCPK:FUPE.F,FUPE.F,Materials,6210.7787,-49.8102,6132.1869,3165.3226,0.0384,0.1589,0.0479,0.28,Chemicals,Europe,Germany
easyJet plc,OTCPK:EJTT.F,EJTT.F,Industrials,6205.6435,2765.2742,8937.9031,1189.8227,0.1079,0.1222,0.1594,0.18,Airlines,United Kingdom & Ireland,United Kingdom
easyJet plc,OTCPK:ESYJ.Y,ESYJ.Y,Industrials,6205.6435,2765.2742,8937.9031,1189.8227,0.1079,0.1222,0.1594,0.18,Airlines,United Kingdom & Ireland,United Kingdom
BlackBerry Limited,NYSE:BB,BB,Information Technology,6202.8003,184,6390.8714,777,0.1117,0.1088,0.0138,0.15,Software,Canada & Mexico,Canada
Sixt SE,OTCPK:SIXG.F,SIXG.F,Industrials,6200.1046,2671.8608,9508.9147,1961.9165,0.1249,0.3772,0.016,0.25,Road & Rail,Europe,Germany
"Chart Industries, Inc.",NYSE:GTLS,GTLS,Industrials,6190.7238,535.5,6796.7238,1196.2,0.0932,0.2213,0.032,0.22,Machinery,United States,United States
"GMéxico Transportes, S.A.B. de C.V.",OTCPK:GMXT.F,GMXT.F,Industrials,6186.1042,1379.1596,8178.2602,2385.4308,0.0626,0.4225,0.1483,0.19,Road & Rail,Canada & Mexico,Mexico
United States Steel Corporation,NYSE:X,X,Materials,6180.5423,4438,10138.5423,13591,0.0628,0.1753,0.0617,0.11,Metals & Mining,United States,United States
"Coherent, Inc.",NASDAQGS:COHR,COHR,Information Technology,6179.6844,126.782,6306.4664,1412.545,0.0592,0.2718,0.0509,0.22,"Electronic Equipment, Instruments & Components",United States,United States
Silicon Laboratories Inc.,NASDAQGS:SLAB,SLAB,Information Technology,6176.9933,-177.613,5999.3803,981.658,0.0832,0.2403,0.0214,0.21,Semiconductors & Semiconductor Equipment,United States,United States
R1 RCM Inc.,NASDAQGS:RCM,RCM,Healthcare,6176.98,450.5,6627.48,1331.6,0.0813,0.285,0.0466,0.21,Healthcare Providers & Services,United States,United States
Huadian Power International Corporation Limited,OTCPK:HPIF.F,HPIF.F,Utilities,6173.6044,12643.3664,15656.8523,15903.5522,-0.0182,0.3141,0.195,0.27,Independent Power & Renewable Electricity Producers,Asia / Pacific,China
Huadian Power International Corporation Limited,OTCPK:HPIF.Y,HPIF.Y,Utilities,6173.6044,12643.3664,15656.8523,15903.5522,-0.0182,0.3141,0.195,0.27,Independent Power & Renewable Electricity Producers,Asia / Pacific,China
OSRAM Licht AG,OTCPK:OSAG.F,OSAG.F,Industrials,6172.9238,561.5475,6670.5274,3554.5135,0.055,0.1711,0.0855,0.2,Electrical Equipment,Europe,Germany
Quebecor Inc.,OTCPK:QBCA.F,QBCA.F,Communication Services,6166.7149,4859.7701,11023.9722,3614.2771,0.0302,0.4361,0.1322,0.27,Media,Canada & Mexico,Canada
Quebecor Inc.,OTCPK:QBCR.F,QBCR.F,Communication Services,6166.7149,4859.7701,11023.9722,3614.2771,0.0302,0.4361,0.1322,0.27,Media,Canada & Mexico,Canada
Kingsoft Corporation Limited,OTCPK:KSFT.F,KSFT.F,Communication Services,6160.9356,-2483.1626,2154.8737,935.7038,0.0859,0.3311,0.1759,0.14,Entertainment,Asia / Pacific,Hong Kong
Companhia Siderúrgica Nacional,NYSE:SID,SID,Materials,6156.6904,2047.7656,8901.5199,9207.0952,0.0469,0.3197,0.0674,0.19,Metals & Mining,"Latin America, Middle East & Africa",Brazil
Aalberts N.V.,OTCPK:AALB.F,AALB.F,Industrials,6150.7768,775.8539,7105.5554,3361.1243,0.0362,0.1732,0.0445,0.24,Machinery,Europe,Netherlands
"Power Integrations, Inc.",NASDAQGS:POWI,POWI,Information Technology,6149.6415,-515.258,5634.3835,625.669,0.0666,0.2846,0.071,0.15,Semiconductors & Semiconductor Equipment,United States,United States
Regal Beloit Corporation,NYSE:RBC.WI,RBC.WI,Industrials,6145.2533,476.6,6636.6676,3239.7,0.0394,0.2478,0.0211,0.21,Electrical Equipment,United States,United States
Logan Group Company Limited,OTCPK:LPHH.F,LPHH.F,Real Estate,6139.1471,6908.832,13966.2229,11647.6554,0.072,0.2357,0.0016,0.34,Real Estate Management & Development,Asia / Pacific,China
Orion Oyj,OTCPK:ORIN.Y,ORIN.Y,Healthcare,6138.2236,-55.9416,5905.8973,1181.2601,0.0265,0.3253,0.0406,0.21,Pharmaceuticals,Europe,Finland
Valmet Oyj,OTCPK:VOYJ.F,VOYJ.F,Industrials,6133.8123,-10.6736,5319.0913,4507.8273,0.0108,0.1264,0.0164,0.28,Machinery,Europe,Finland
Louisiana-Pacific Corporation,NYSE:LPX,LPX,Materials,6130.6437,-215,5924.6437,3997,0.0215,0.2549,0.0569,0.2,Paper & Forest Products,United States,United States
Stantec Inc.,NYSE:STN,STN,Industrials,6130.1817,886.711,6849.1545,2875.7411,0.0232,0.1597,0.0193,0.26,Professional Services,Canada & Mexico,Canada
Hoshizaki Corporation,OTCPK:HSHI.F,HSHI.F,Industrials,6126.5945,-2100.3736,4101.2981,2285.4481,0.041,0.1444,0.0155,0.32,Machinery,Asia / Pacific,Japan
Stamps.com Inc.,NASDAQGS:STMP,STMP,Consumer Discretionary,6122.7216,-479.097,5644.5534,780.068,0.0376,0.3243,0.0103,0.19,Internet & Direct Marketing Retail,United States,United States
"Taiyo Yuden Co., Ltd.",OTCPK:TYOY.Y,TYOY.Y,Information Technology,6118.6278,-117.2616,6198.9307,2919.053,0.0534,0.2831,0.1418,0.21,"Electronic Equipment, Instruments & Components",Asia / Pacific,Japan
Autohome Inc.,NYSE:ATHM,ATHM,Communication Services,6117.7451,-2853.6303,3396.67,1328.5044,0.1388,0.337,0.0199,0.09,Interactive Media & Services,Asia / Pacific,China
Hakuhodo DY Holdings Inc,OTCPK:HKUO.Y,HKUO.Y,Communication Services,6113.9738,-924.1572,3978.812,10886.2763,-0.0257,0.0915,0.0031,0.38,Media,Asia / Pacific,Japan
Lundin Mining Corporation,OTCPK:LUNM.F,LUNM.F,Materials,6113.0827,-153.382,6722.1415,2684.004,0.0734,0.5933,0.2735,0.27,Metals & Mining,Canada & Mexico,Canada
Fuchs Petrolub SE,OTCPK:FUPB.Y,FUPB.Y,Materials,6105.3201,-49.8102,6132.1869,3165.3226,0.0384,0.1589,0.0479,0.28,Chemicals,Europe,Germany
Angi Inc.,NASDAQGS:ANGI,ANGI,Communication Services,6100.7592,14.833,6131.1822,1557.231,0.1308,0.194,0.0399,0.32,Interactive Media & Services,United States,United States
Chesapeake Energy Corporation,NASDAQGS:CHK,CHK,Energy,6100.6346,667,6767.6346,5779,-0.0229,0.6247,0.2387,0.15,"Oil, Gas & Consumable Fuels",United States,United States
Perrigo Company plc,NYSE:PRGO,PRGO,Healthcare,6100.0683,3414.3,9514.3683,5022.4,0.0185,0.1866,0.038,0.16,Pharmaceuticals,United Kingdom & Ireland,Ireland
Beam Therapeutics Inc.,NASDAQGS:BEAM,BEAM,Healthcare,6098.7263,-472.63,5626.0963,0.024,0.956,-10917.6354,1182.5586,0.15,Biotechnology,United States,United States
Lumentum Holdings Inc.,NASDAQGS:LITE,LITE,Information Technology,6097.5427,-706.1,5391.4427,1742.8,0.0263,0.3644,0.0884,0.18,Communications Equipment,United States,United States
"KBR, Inc.",NYSE:KBR,KBR,Industrials,6090.3043,1372,6832.3043,5842,0.0455,0.1001,0.003,0.22,Professional Services,United States,United States
"Kobayashi Pharmaceutical Co., Ltd.",OTCPK:KBYP.F,KBYP.F,Consumer Staples,6088.8241,-937.1022,4883.0078,1362.7943,0.0131,0.2027,0.0232,0.28,Personal Products,Asia / Pacific,Japan
"Certara, Inc.",NASDAQGS:CERT,CERT,Healthcare,6085.7248,30.733,6116.4578,261.772,0.0552,0.387,0.0091,0.15,Health Care Technology,United States,United States
Spark New Zealand Limited,OTCPK:NZTC.F,NZTC.F,Communication Services,6083.4478,1379.0452,7217.9029,2511.3581,0.0211,0.3127,0.1139,0.28,Diversified Telecommunication Services,Asia / Pacific,New Zealand
Spark New Zealand Limited,OTCPK:SPKK.Y,SPKK.Y,Communication Services,6083.4478,1379.0452,7217.9029,2511.3581,0.0211,0.3127,0.1139,0.28,Diversified Telecommunication Services,Asia / Pacific,New Zealand
Invitae Corporation,NYSE:NVTA,NVTA,Healthcare,6083.3373,180.307,6263.6443,389.092,0.2258,-0.5039,0.1425,0.15,Biotechnology,United States,United States
BOC Aviation Limited,OTCPK:BCVV.F,BCVV.F,Industrials,6079.6186,16687.271,22672.3982,2056.723,-0.0028,0.8349,2.5319,0.1,Trading Companies & Distributors,Asia / Pacific,Singapore
Icade SA,OTCPK:CDMG.F,CDMG.F,Real Estate,6075.5687,7910.4602,14771.8305,1954.6964,0.0141,0.4111,0.43,0.12,Equity Real Estate Investment Trusts (REITs),Europe,France
Universal Robina Corporation,OTCPK:UVRB.F,UVRB.F,Consumer Staples,6073.2663,667.8903,7104.7547,2721.8561,0.0295,0.1797,0.0744,0.18,Food Products,Asia / Pacific,Philippines
Universal Robina Corporation,OTCPK:UVRB.Y,UVRB.Y,Consumer Staples,6073.2663,667.8903,7104.7547,2721.8561,0.0295,0.1797,0.0744,0.18,Food Products,Asia / Pacific,Philippines
"Ziff Davis, Inc.",NASDAQGS:ZD,ZD,Communication Services,6069.3897,1357.198,7309.1917,1653.444,0.0528,0.4131,0.0464,0.29,Interactive Media & Services,United States,United States
MSA Safety Incorporated,NYSE:MSA,MSA,Industrials,6068.9064,169.404,6250.2284,1342.357,0.0358,0.2242,0.0261,0.24,Commercial Services & Supplies,United States,United States
AltaGas Ltd.,OTCPK:ATGF.F,ATGF.F,Utilities,6066.1604,6385.1583,12977.4233,6253.6802,0.054,0.2181,0.1962,0.23,Gas Utilities,Canada & Mexico,Canada
"Ito En, Ltd.",OTCPK:ITOE.F,ITOE.F,Consumer Staples,6063.5301,-31.5371,6304.7598,4004.5027,-0.0074,0.0825,0.0194,0.4,Beverages,Asia / Pacific,Japan
Cathay Pacific Airways Limited,OTCPK:CPCA.F,CPCA.F,Industrials,6061.3782,9696.0073,14910.4262,4523.1205,0.1074,0.1582,0.1419,0.13,Airlines,Asia / Pacific,Hong Kong
Cathay Pacific Airways Limited,OTCPK:CPCA.Y,CPCA.Y,Industrials,6061.3782,9696.0073,14910.4262,4523.1205,0.1074,0.1582,0.1419,0.13,Airlines,Asia / Pacific,Hong Kong
"Beyond Meat, Inc.",NASDAQGS:BYND,BYND,Consumer Staples,6059.7761,134.038,6193.8141,453.963,0.2546,0.1853,0.1862,0.41,Food Products,United States,United States
Nordic Semiconductor ASA,OTCPK:NDCV.F,NDCV.F,Information Technology,6058.8875,-222.481,5424.0126,566.441,0.1685,0.2154,0.0544,0.27,Semiconductors & Semiconductor Equipment,Europe,Norway
Nordic Semiconductor ASA,OTCPK:NRSD.Y,NRSD.Y,Information Technology,6058.8875,-222.481,5407.0099,566.441,0.1682,0.2154,0.0544,0.27,Semiconductors & Semiconductor Equipment,Europe,Norway
Keio Corporation,OTCPK:KTER.F,KTER.F,Industrials,6049.6994,2900.3916,8652.6164,2919.305,0.0185,0.1883,0.1496,0.34,Road & Rail,Asia / Pacific,Japan
"Nippon Express Co., Ltd.",OTCPK:NPEX.Y,NPEX.Y,Industrials,6047.188,900.1305,5637.8869,19374.29,0.0518,0.0958,0.0457,0.35,Road & Rail,Asia / Pacific,Japan
"FIGS, Inc.",NYSE:FIGS,FIGS,Healthcare,6046.3449,-163.968,5882.3769,355.198,0.2093,0.2391,0.0159,0.15,Healthcare Equipment & Supplies,United States,United States
Trelleborg AB (publ),OTCPK:TBAB.F,TBAB.F,Industrials,6035.9064,1097.0212,7092.5825,3993.9376,0.034,0.1756,0.0425,0.24,Machinery,Europe,Sweden
"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",NYSE:ASR,ASR,Industrials,6032.7445,281.4947,6798.8811,693.7477,0.0836,0.615,0.1608,0.25,Transportation Infrastructure,Canada & Mexico,Mexico
International Game Technology PLC,NYSE:IGT,IGT,Consumer Discretionary,6026.3716,6578,13318.3716,3756.456,0.0509,0.3706,0.1058,0.11,"Hotels, Restaurants & Leisure",United Kingdom & Ireland,United Kingdom
Dingdong (Cayman) Limited,NYSE:DDL,DDL,Consumer Staples,6021.6695,-483.2408,7410.2074,2256.2863,0.2539,-0.0315,0.0259,0.14,Food & Staples Retailing,Asia / Pacific,China
"Hitachi Construction Machinery Co., Ltd.",OTCPK:HTCM.F,HTCM.F,Industrials,6020.4843,2744.4389,8740.363,7843.6333,0.0234,0.1228,0.0259,0.34,Machinery,Asia / Pacific,Japan
Scout24 SE,OTCPK:SCOT.F,SCOT.F,Communication Services,6019.9747,-475.1565,5699.2196,467.2225,0.0984,0.5413,0.013,0.31,Interactive Media & Services,Europe,Germany
Toppan Inc.,OTCPK:TONP.F,TONP.F,Industrials,6008.1395,-1916.4154,4885.6095,13337.8854,0.0027,0.0849,0.045,0.32,Commercial Services & Supplies,Asia / Pacific,Japan
Orion Oyj,OTCPK:ORIN.F,ORIN.F,Healthcare,6005.4782,-55.9416,5905.8973,1181.2601,0.0265,0.3253,0.0406,0.21,Pharmaceuticals,Europe,Finland
Ardagh Metal Packaging S.A.,NYSE:AMBP,AMBP,Materials,6002.6668,3437,9439.6668,3722,0.0583,0.1885,0.0824,0.21,Containers & Packaging,Europe,Luxembourg
Blueprint Medicines Corporation,NASDAQGS:BPMC,BPMC,Healthcare,5991.5376,-1294.314,4697.2236,828.096,0.0851,-0.309,0.3099,0.15,Biotechnology,United States,United States
Integra LifeSciences Holdings Corporation,NASDAQGS:IART,IART,Healthcare,5989.9232,1323.099,7313.0222,1508.942,0.0491,0.2886,0.0418,0.17,Healthcare Equipment & Supplies,United States,United States
"Kintetsu Group Holdings Co.,Ltd.",OTCPK:KINU.F,KINU.F,Industrials,5985.8233,9653.5806,13898.5055,6375.6493,0.036,0.1142,0.057,0.34,Road & Rail,Asia / Pacific,Japan
"Mitsui Chemicals, Inc.",OTCPK:MITU.Y,MITU.Y,Materials,5984.635,2624.9179,7284.6902,11953.297,0.0462,0.1554,0.0441,0.19,Chemicals,Asia / Pacific,Japan
Thule Group AB (publ),OTCPK:THLP.F,THLP.F,Consumer Discretionary,5981.936,61.3539,5922.3457,1159.0974,0.0626,0.2261,0.0254,0.26,Leisure Products,Europe,Sweden
Thule Group AB (publ),OTCPK:THUP.Y,THUP.Y,Consumer Discretionary,5981.936,61.3539,5922.3457,1159.0974,0.0626,0.2261,0.0254,0.26,Leisure Products,Europe,Sweden
Varta AG,OTCPK:VARG.F,VARG.F,Industrials,5980.9037,64.8601,6122.2462,1044.1817,0.083,0.2974,0.2218,0.29,Electrical Equipment,Europe,Germany
Varta AG,OTCPK:VART.Y,VART.Y,Industrials,5980.9037,64.8601,6122.2462,1044.1817,0.083,0.2974,0.2218,0.29,Electrical Equipment,Europe,Germany
Shimao Group Holdings Limited,OTCPK:SIOP.F,SIOP.F,Real Estate,5974.0319,13913.6667,25801.3453,22332.209,0.131,0.2922,0.0354,0.25,Real Estate Management & Development,Asia / Pacific,Hong Kong
Novanta Inc.,NASDAQGS:NOVT,NOVT,Information Technology,5969.6084,103.214,6072.8224,620.534,0.0482,0.2194,0.02,0.17,"Electronic Equipment, Instruments & Components",United States,United States
OSRAM Licht AG,OTCPK:OSAG.Y,OSAG.Y,Industrials,5959.8605,561.5475,6670.5274,3554.5135,0.055,0.1711,0.0855,0.2,Electrical Equipment,Europe,Germany
"Everbridge, Inc.",NASDAQGM:EVBG,EVBG,Information Technology,5956.6586,108.76,6065.4186,315.723,0.1355,0.1404,0.016,0.15,Software,United States,United States
Altair Engineering Inc.,NASDAQGS:ALTR,ALTR,Information Technology,5954.4973,-31.617,5922.8803,509.972,0.0736,0.1974,0.0206,0.34,Software,United States,United States
"McDonald's Holdings Company (Japan), Ltd.",OTCPK:MDND.F,MDND.F,Consumer Discretionary,5954.0345,-586.6679,5249.7345,2703.8304,-0.0005,0.1438,0.0545,0.27,"Hotels, Restaurants & Leisure",Asia / Pacific,Japan
The Weir Group PLC,OTCPK:WEGR.Y,WEGR.Y,Industrials,5944.3257,938.5418,6970.8448,2703.9962,0.0224,0.2744,0.0337,0.23,Machinery,United Kingdom & Ireland,United Kingdom
The Weir Group PLC,OTCPK:WEIG.F,WEIG.F,Industrials,5944.3257,938.5418,6970.8448,2703.9962,0.0224,0.2744,0.0337,0.23,Machinery,United Kingdom & Ireland,United Kingdom
Obayashi Corporation,OTCPK:OBYC.F,OBYC.F,Industrials,5942.71,-144.646,3016.2856,16097.5649,0.0126,0.0703,0.0278,0.29,Construction & Engineering,Asia / Pacific,Japan
Ashland Global Holdings Inc.,NYSE:ASH,ASH,Materials,5941.5438,1559,7500.5438,2395,0.0295,0.4801,0.0636,0.15,Chemicals,United States,United States
"Enagás, S.A.",OTCPK:ENGG.F,ENGG.F,Utilities,5931.4274,5194.6537,7466.1669,1169.1912,-0.0343,0.8722,0.0517,0.21,Gas Utilities,Europe,Spain
"Enagás, S.A.",OTCPK:ENGG.Y,ENGG.Y,Utilities,5931.4274,5194.6537,7466.1669,1169.1912,-0.0343,0.8722,0.0517,0.21,Gas Utilities,Europe,Spain
Eagle Materials Inc.,NYSE:EXP,EXP,Materials,5920.4491,741.383,6585.4631,1671.423,0.0491,0.3582,0.0792,0.18,Construction Materials,United States,United States
Hilton Grand Vacations Inc.,NYSE:HGV,HGV,Consumer Discretionary,5913.2622,2822,8735.2622,851,0.1277,0.244,0.019,0.29,"Hotels, Restaurants & Leisure",United States,United States
"Exponent, Inc.",NASDAQGS:EXPO,EXPO,Industrials,5911.2708,-222.461,5688.8098,412.876,0.046,0.3028,0.0363,0.28,Professional Services,United States,United States
"Kansai Paint Co., Ltd.",OTCPK:KPTC.Y,KPTC.Y,Materials,5908.3868,38.385,5389.5602,3459.504,0.0335,0.1601,0.0362,0.35,Chemicals,Asia / Pacific,Japan
"Kansai Paint Co., Ltd.",OTCPK:KSAN.F,KSAN.F,Materials,5908.3868,38.385,5498.2963,3459.504,0.0335,0.1601,0.0362,0.35,Chemicals,Asia / Pacific,Japan
Huabao International Holdings Limited,OTCPK:HUIH.Y,HUIH.Y,Materials,5907.9191,-624.7786,5763.131,604.2996,0.1048,0.7944,0.0454,0.23,Chemicals,Asia / Pacific,Hong Kong
"SPS Commerce, Inc.",NASDAQGS:SPSC,SPSC,Information Technology,5906.1297,-211.673,5694.4567,347.498,0.0997,0.3594,0.0463,0.21,Software,United States,United States
Tsuruha Holdings Inc.,OTCPK:TSUS.F,TSUS.F,Consumer Staples,5905.6567,-684.6083,4666.9374,8491.8994,0.0296,0.0681,0.0144,0.34,Food & Staples Retailing,Asia / Pacific,Japan
Koç Holding A.S.,OTCPK:KHOL.Y,KHOL.Y,Industrials,5891.7896,15498.0099,16421.2875,27778.5011,0.0712,0.1049,0.0421,0.12,Industrial Conglomerates,"Latin America, Middle East & Africa",Turkey
Range Resources Corporation,NYSE:RRC,RRC,Energy,5886.3126,3068.963,8955.2756,2305.708,0.0445,0.4824,0.3379,0.16,"Oil, Gas & Consumable Fuels",United States,United States
Pirelli & C. S.p.A.,OTCPK:PLLI.F,PLLI.F,Consumer Discretionary,5883.7155,4963.6836,10969.3394,6304.962,0.0415,0.2524,0.0661,0.22,Auto Components,Europe,Italy
Cyfrowy Polsat S.A.,OTCPK:CYFW.F,CYFW.F,Communication Services,5883.3379,3052.43,8843.6333,3251.9737,0.0184,0.3421,0.0637,0.22,Media,Europe,Poland
Hanesbrands Inc.,NYSE:HBI,HBI,Consumer Discretionary,5879.7147,3446.117,9325.8317,7177.537,0.0324,0.1638,0.0125,0.11,"Textiles, Apparel & Luxury Goods",United States,United States
HollyFrontier Corporation,NYSE:HFC,HFC,Energy,5866.3417,2176.995,8640.2057,13801.584,0.0246,0.1042,0.0254,0.26,"Oil, Gas & Consumable Fuels",United States,United States
Atos SE,OTCPK:AEXA.F,AEXA.F,Information Technology,5865.1254,2899.6679,8101.45,13019.4497,0.023,0.1322,0.0344,0.12,IT Services,Europe,France
Atos SE,OTCPK:AEXA.Y,AEXA.Y,Information Technology,5865.1254,2899.6679,7808.1092,13019.4497,0.023,0.1322,0.0344,0.12,IT Services,Europe,France
